Age_group,Area,FamilyStatus,Education,Income,Religion,Gender,Frequency-YouTube,Frequency-Facebook,Frequency-TikTok,Frequency-Twitter,Frequency-Instagram,Frequency-LinkedIn,Frequency-WhatsApp,ID,B-YouTube,B-Facebook,B-TikTok,B-Twitter,B-Instagram,B-LinkedIn,B-WhatsApp,Age_group-num,Income-num,Frequency-Instagram-num,Frequency-Facebook-num,Frequency-Twitter-num,Frequency-YouTube-num
25-30,South,Single,Academic,below Average,Muslim,Male,Daily,Several times a week,Several times a month,Several times a month,Several times a week,Several times a month,Less often,910,1,1,1,1,1,1,1,25,4110,20,25,5,29
18-24,South,Single,Academic,below Average,otherwise or refuses to answer,Female,Daily,Not Using,Not Using,Not Using,Daily,Not Using,Daily,911,1,0,0,0,1,0,1,18,3092,29,0,0,30
31-39,South,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Female,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,912,1,1,1,1,1,0,1,33,7721,29,29,3,30
40-49,Center,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Male,Several times a week,Daily,Daily,Less often,Several times a week,Not Using,Daily,913,1,1,1,1,1,0,1,43,5714,19,30,1,12
18-24,North,Single,Secondary,Way below Average,Muslim,Male,Daily,Several times a week,Several times a week,Several times a week,Daily,Less often,Daily,914,1,1,1,1,1,1,1,24,936,29,20,18,31
40-49,South,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,915,1,1,1,0,1,0,1,47,4952,29,29,0,29
18-24,South,Single,Secondary,Similar to Average,Muslim,Female,Daily,Several times a week,Less often,Not Using,Daily,Not Using,Daily,916,1,1,1,0,1,0,1,23,5242,29,15,0,30
25-30,Haifa,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Muslim,Female,Daily,Several times a month,Several times a week,Less often,Several times a week,Daily,Less often,917,1,1,1,1,1,1,1,30,10044,11,6,1,29
31-39,Center,Single,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Female,Several times a week,Several times a week,Not Using,Less often,Several times a week,Not Using,Several times a week,918,1,1,0,1,1,0,1,37,2,12,15,2,16
25-30,Tel Aviv,Other,Other Responses,Other Responses,Muslim,Female,Daily,Daily,Daily,Daily,Daily,Not Using,Daily,919,1,1,1,1,1,0,1,30,0,29,31,31,31
40-49,South,Married,Academic,below Average,Muslim,Female,Less often,Daily,Several times a week,Not Using,Daily,Not Using,Daily,920,1,1,1,0,1,0,1,47,3225,29,31,0,4
40-49,Haifa,Single,Academic,Way below Average,Muslim,Female,Several times a week,Daily,Less often,Several times a week,Daily,Several times a month,Daily,921,1,1,1,1,1,1,1,41,2849,30,30,14,22
40-49,Haifa,Married,Academic,Way below Average,otherwise or refuses to answer,Female,Several times a month,Daily,Daily,Not Using,Daily,Not Using,Daily,922,1,1,1,0,1,0,1,49,1769,30,30,0,7
25-30,Jerusalem,Married,Academic,below Average,Muslim,Female,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,923,0,0,0,0,0,0,0,30,4997,0,0,0,0
31-39,Haifa,Married,Academic,Other Responses,Muslim,Female,Less often,Several times a month,Less often,Less often,Less often,Less often,Less often,924,1,1,1,1,1,1,1,38,0,2,8,4,1
31-39,North,Single,Academic,below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,925,1,1,0,0,1,0,1,33,4950,29,29,0,31
31-39,North,Single,Secondary,Way below Average,Muslim,Female,Daily,Daily,Daily,Less often,Less often,Less often,Daily,926,1,1,1,1,1,1,1,37,2637,4,29,3,31
50-64,South,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Male,Several times a week,Several times a week,Several times a week,Less often,Less often,Not Using,Daily,927,1,1,1,1,1,0,1,52,2164,3,23,1,20
31-39,Haifa,Married,Academic,below Average,Muslim,Male,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,928,1,1,1,1,1,0,1,37,4690,31,31,1,31
18-24,South,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Female,Daily,Several times a week,Several times a month,Several times a month,Several times a week,Several times a month,Less often,929,1,1,1,1,1,1,1,23,5918,12,25,9,29
25-30,Tel Aviv,Single,Academic,below Average,Muslim,Female,Daily,Several times a week,Several times a month,Less often,Daily,Several times a month,Not Using,930,1,1,1,1,1,1,0,27,4127,31,27,2,31
31-39,South,Married,Secondary,Way below Average,Muslim,Female,Not Using,Daily,Daily,Not Using,Daily,Not Using,Daily,931,0,1,1,0,1,0,1,32,2242,30,29,0,0
25-30,Jerusalem,Married,Secondary,Other Responses,otherwise or refuses to answer,Male,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,932,0,0,0,0,0,0,0,26,0,0,0,0,0
31-39,Jerusalem,Divorced/Separated/Widowed/Single Parent,Academic,below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,933,1,1,0,0,1,0,1,36,4190,29,30,0,31
31-39,South,Married,Secondary,below Average,Muslim,Male,Daily,Daily,Daily,Not Using,Several times a week,Not Using,Daily,934,1,1,1,0,1,0,1,33,3871,25,29,0,31
31-39,South,Married,Academic,below Average,Muslim,Female,Several times a week,Daily,Daily,Daily,Daily,Several times a week,Daily,935,1,1,1,1,1,1,1,33,3090,29,29,30,25
25-30,South,Single,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Male,Daily,Daily,Several times a month,Not Using,Daily,Less often,Daily,936,1,1,1,0,1,1,1,25,1710,31,29,0,29
50-64,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Female,Daily,Daily,Less often,Not Using,Less often,Not Using,Daily,937,1,1,1,0,1,0,1,56,3122,4,29,0,29
31-39,South,Married,Academic,Similar to Average,otherwise or refuses to answer,Female,Several times a week,Daily,Not Using,Not Using,Daily,Several times a month,Daily,938,1,1,0,0,1,1,1,35,5143,29,29,0,27
50-64,Haifa,Married,Secondary,Way below Average,otherwise or refuses to answer,Female,Daily,Daily,Several times a month,Not Using,Less often,Not Using,Daily,939,1,1,1,0,1,0,1,61,106,3,30,0,31
18-24,Center,Single,Secondary,below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,940,1,1,1,0,1,0,1,19,3887,29,29,0,31
50-64,South,Married,Secondary,Similar to Average,Muslim,Male,Several times a week,Daily,Daily,Several times a week,Daily,Several times a week,Daily,941,1,1,1,1,1,1,1,56,5428,29,30,23,21
50-64,Haifa,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,otherwise or refuses to answer,Male,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,942,1,0,0,0,0,0,1,58,4329,0,0,0,30
40-49,Tel Aviv,Married,Academic,Similar to Average,Muslim,Female,Daily,Daily,Several times a week,Not Using,Daily,Not Using,Daily,943,1,1,1,0,1,0,1,40,6896,31,29,0,31
50-64,South,Married,Secondary,Way below Average,Muslim,Male,Daily,Daily,Daily,Not Using,Not Using,Not Using,Daily,944,1,1,1,0,0,0,1,56,1995,0,31,0,29
50-64,South,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,otherwise or refuses to answer,Female,Several times a week,Daily,Several times a week,Not Using,Daily,Not Using,Daily,945,1,1,1,0,1,0,1,55,317,29,31,0,13
31-39,South,Single,Academic,Similar to Average,otherwise or refuses to answer,Female,Daily,Daily,Several times a month,Several times a month,Daily,Several times a week,Daily,946,1,1,1,1,1,1,1,39,6987,29,31,8,30
40-49,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Female,Daily,Daily,Daily,Less often,Daily,Less often,Less often,947,1,1,1,1,1,1,1,40,3635,29,31,3,30
25-30,Center,Married,Secondary,Way below Average,Muslim,Female,Several times a week,Less often,Less often,Several times a month,Daily,Less often,Daily,948,1,1,1,1,1,1,1,29,1926,31,2,8,24
50-64,South,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Male,Several times a week,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,949,1,1,0,0,1,0,1,53,7057,21,30,0,28
18-24,South,Single,Secondary,Way below Average,Muslim,Male,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,950,1,1,1,0,1,0,1,18,2822,29,29,0,29
31-39,Tel Aviv,Single,Secondary,Way below Average,Muslim,Male,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,951,1,1,1,0,1,0,1,34,2271,29,31,0,31
50-64,South,Married,Academic,Way below Average,otherwise or refuses to answer,Male,Not Using,Several times a week,Less often,Not Using,Less often,Not Using,Daily,952,0,1,1,0,1,0,1,59,1440,3,27,0,0
40-49,Center,Married,Secondary,below Average,Muslim,Male,Several times a week,Daily,Not Using,Not Using,Less often,Not Using,Daily,953,1,1,0,0,1,0,1,42,3553,4,29,0,25
40-49,South,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Way below Average,otherwise or refuses to answer,Female,Daily,Daily,Daily,Not Using,Several times a week,Not Using,Daily,954,1,1,1,0,1,0,1,48,716,13,30,0,31
31-39,South,Single,"Post-secondary (Technician, Engineer, etc.)",Other Responses,otherwise or refuses to answer,Male,Daily,Daily,Not Using,Daily,Daily,Not Using,Daily,955,1,1,0,1,1,0,1,32,0,29,31,30,30
31-39,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Female,Daily,Daily,Daily,Daily,Daily,Not Using,Daily,956,1,1,1,1,1,0,1,34,4288,29,29,30,31
40-49,South,Married,Secondary,Similar to Average,Muslim,Male,Several times a week,Daily,Daily,Not Using,Several times a week,Not Using,Daily,957,1,1,1,0,1,0,1,45,6714,18,31,0,13
25-30,North,Married,Secondary,Way below Average,Muslim,Male,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,958,1,1,1,0,1,0,1,26,1884,30,31,0,29
50-64,South,Married,Academic,below Average,Muslim,Female,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,959,1,1,0,0,0,0,1,64,4342,0,31,0,20
40-49,South,Married,Academic,Similar to Average,Muslim,Male,Daily,Daily,Daily,Several times a month,Daily,Less often,Daily,960,1,1,1,1,1,1,1,47,6108,31,29,5,31
40-49,Tel Aviv,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Female,Daily,Daily,Several times a month,Less often,Several times a month,Not Using,Daily,961,1,1,1,1,1,0,1,47,1342,10,31,3,29
65+,Haifa,Married,Academic,Similar to Average,Muslim,Male,Several times a week,Daily,Not Using,Not Using,Several times a week,Several times a month,Daily,962,1,1,0,0,1,1,1,65,5111,14,29,0,14
40-49,Center,Single,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Female,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,963,1,1,1,1,1,0,1,42,251,31,31,1,29
40-49,Center,Single,Secondary,Way below Average,Muslim,Male,Daily,Daily,Daily,Several times a month,Several times a month,Not Using,Daily,964,1,1,1,1,1,0,1,49,2431,8,29,8,29
50-64,South,Married,Secondary,below Average,Muslim,Male,Several times a week,Several times a month,Several times a week,Several times a week,Several times a week,Less often,Less often,965,1,1,1,1,1,1,1,58,3007,25,6,28,21
50-64,South,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Male,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,966,1,1,1,0,1,0,1,54,5459,31,31,0,30
31-39,South,Married,Academic,below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,967,1,1,0,0,0,0,1,36,4108,0,31,0,30
31-39,Center,Single,Secondary,Way below Average,Muslim,Male,Several times a week,Daily,Daily,Not Using,Less often,Less often,Daily,968,1,1,1,0,1,1,1,34,208,3,29,0,21
40-49,Haifa,Married,Academic,Similar to Average,Muslim,Male,Several times a month,Daily,Daily,Not Using,Less often,Not Using,Daily,969,1,1,1,0,1,0,1,49,5900,3,29,0,5
50-64,South,Married,Elementary education,below Average,Muslim,Female,Not Using,Daily,Daily,Not Using,Daily,Not Using,Not Using,970,0,1,1,0,1,0,0,51,4414,31,31,0,0
50-64,South,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Female,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,971,1,1,0,0,0,0,1,60,5022,0,30,0,26
31-39,Haifa,Married,Secondary,Way below Average,Muslim,Male,Several times a week,Several times a week,Daily,Not Using,Several times a month,Not Using,Daily,972,1,1,1,0,1,0,1,38,410,7,18,0,21
31-39,Jerusalem,Single,Academic,below Average,Muslim,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,973,1,0,0,0,0,0,1,36,3895,0,0,0,30
40-49,South,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Male,Several times a week,Less often,Daily,Not Using,Several times a week,Not Using,Daily,974,1,1,1,0,1,0,1,44,5515,15,2,0,12
18-24,South,Married,Secondary,Way below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,975,1,1,1,0,1,0,1,18,809,29,29,0,31
18-24,South,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,otherwise or refuses to answer,Female,Daily,Less often,Not Using,Not Using,Daily,Not Using,Daily,976,1,1,0,0,1,0,1,18,5874,30,4,0,29
25-30,Tel Aviv,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Female,Several times a week,Daily,Not Using,Not Using,Daily,Less often,Daily,977,1,1,0,0,1,1,1,29,5014,30,30,0,15
31-39,South,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Male,Daily,Daily,Not Using,Not Using,Not Using,Several times a week,Daily,978,1,1,0,0,0,1,1,36,3971,0,31,0,31
31-39,Haifa,Married,Academic,below Average,Muslim,Male,Daily,Several times a month,Daily,Not Using,Several times a month,Not Using,Not Using,979,1,1,1,0,1,0,0,35,3978,6,9,0,29
25-30,South,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Male,Daily,Daily,Less often,Not Using,Daily,Several times a week,Daily,980,1,1,1,0,1,1,1,30,4014,30,31,0,30
25-30,Jerusalem,Married,Academic,Way below Average,Muslim,Male,Daily,Daily,Not Using,Not Using,Less often,Not Using,Daily,981,1,1,0,0,1,0,1,30,2135,3,29,0,30
25-30,Center,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Male,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,982,1,1,1,0,1,0,1,28,7957,29,29,0,29
25-30,South,Married,Academic,Similar to Average,Muslim,Male,Daily,Daily,Daily,Several times a week,Daily,Several times a month,Daily,983,1,1,1,1,1,1,1,30,6561,31,29,21,30
18-24,South,Single,Academic,Way below Average,Muslim,Female,Daily,Several times a week,Several times a week,Less often,Daily,Not Using,Daily,984,1,1,1,1,1,0,1,20,1325,29,15,3,30
25-30,South,Married,Secondary,Way below Average,otherwise or refuses to answer,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,985,1,1,0,0,1,0,1,30,1267,29,30,0,24
40-49,South,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,otherwise or refuses to answer,Male,Daily,Daily,Daily,Not Using,Several times a week,Not Using,Daily,986,1,1,1,0,1,0,1,47,2170,12,31,0,31
31-39,Center,Married,Academic,below Average,Muslim,Female,Daily,Daily,Several times a month,Not Using,Daily,Not Using,Daily,987,1,1,1,0,1,0,1,37,4171,31,31,0,31
25-30,South,Single,Academic,Similar to Average,Muslim,Male,Daily,Daily,Not Using,Daily,Daily,Not Using,Daily,988,1,1,0,1,1,0,1,25,5750,30,31,30,29
40-49,South,Married,Academic,Way below Average,otherwise or refuses to answer,Female,Several times a month,Daily,Daily,Not Using,Daily,Not Using,Daily,989,1,1,1,0,1,0,1,46,685,31,29,0,6
18-24,Haifa,Single,Secondary,Similar to Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,990,1,1,1,1,1,1,1,20,6928,5,6,5,7
18-24,Center,Married,Secondary,Similar to Average,Muslim,Female,Daily,Several times a week,Several times a month,Less often,Daily,Several times a month,Less often,991,1,1,1,1,1,1,1,20,7357,30,21,1,31
25-30,South,Married,Academic,Way below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,992,1,1,1,0,1,0,1,29,695,30,30,0,30
25-30,South,Married,Academic,Similar to Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,993,1,1,0,0,1,0,1,28,7336,29,29,0,30
40-49,Haifa,Divorced/Separated/Widowed/Single Parent,Academic,Way Above Average,Muslim,Male,Daily,Daily,Several times a month,Several times a month,Daily,Less often,Daily,994,1,1,1,1,1,1,1,47,11307,29,31,7,31
25-30,South,Married,Academic,Way below Average,Muslim,Female,Not Using,Daily,Daily,Not Using,Daily,Not Using,Daily,995,0,1,1,0,1,0,1,30,1990,29,30,0,0
25-30,Center,Married,Academic,below Average,Muslim,Female,Several times a month,Several times a month,Less often,Less often,Several times a month,Less often,Less often,996,1,1,1,1,1,1,1,26,3914,6,9,2,7
40-49,South,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,997,1,1,0,0,1,0,1,43,4747,31,30,0,29
40-49,Center,Married,Academic,Way Above Average,Muslim,Female,Several times a week,Daily,Not Using,Not Using,Less often,Not Using,Daily,998,1,1,0,0,1,0,1,43,11662,2,31,0,22
25-30,Haifa,Married,Academic,Way below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,999,1,1,0,0,1,0,1,30,549,31,31,0,29
18-24,South,Single,Academic,below Average,Muslim,Female,Daily,Daily,Daily,Daily,Several times a week,Less often,Daily,1000,1,1,1,1,1,1,1,23,4376,28,29,31,31
31-39,South,Divorced/Separated/Widowed/Single Parent,Secondary,Way below Average,Muslim,Female,Daily,Daily,Several times a week,Daily,Daily,Several times a month,Daily,1001,1,1,1,1,1,1,1,31,312,30,29,30,29
25-30,South,Married,Academic,Way below Average,Muslim,Female,Daily,Daily,Less often,Not Using,Daily,Several times a week,Daily,1002,1,1,1,0,1,1,1,30,2921,29,29,0,31
25-30,South,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Male,Daily,Daily,Less often,Not Using,Daily,Several times a week,Daily,1003,1,1,1,0,1,1,1,30,4083,31,30,0,31
25-30,South,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Female,Daily,Daily,Daily,Several times a week,Daily,Not Using,Daily,1004,1,1,1,1,1,0,1,27,4667,30,30,20,29
18-24,South,Single,Academic,Above Average,Muslim,Female,Daily,Daily,Daily,Daily,Daily,Several times a month,Daily,1005,1,1,1,1,1,1,1,23,10972,30,30,31,29
31-39,Haifa,Married,Academic,below Average,Muslim,Male,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,1006,1,1,1,1,1,0,1,39,4738,29,29,1,30
40-49,South,Divorced/Separated/Widowed/Single Parent,Academic,Way below Average,otherwise or refuses to answer,Female,Daily,Daily,Daily,Not Using,Not Using,Not Using,Daily,1007,1,1,1,0,0,0,1,41,755,0,31,0,30
31-39,North,Divorced/Separated/Widowed/Single Parent,Academic,Way below Average,Muslim,Male,Daily,Daily,Daily,Less often,Several times a week,Not Using,Daily,1008,1,1,1,1,1,0,1,38,35,26,31,3,30
